epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
134,9943.11,1.42739,0.9132,0.00817,0.90591,0.89924,0.95402,0.70391,1.19151,0.54519,0.00749,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,10013.5,1.41071,0.92018,0.00818,0.92148,0.90079,0.95452,0.70273,1.18913,0.54677,0.00748,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,10084.5,1.41606,0.90868,0.00813,0.91591,0.90196,0.95589,0.70709,1.19092,0.54306,0.00749,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,10157,1.41632,0.89052,0.00808,0.86787,0.90314,0.95547,0.70764,1.18995,0.54524,0.00749,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,10230.5,1.42432,0.90306,0.0081,0.87733,0.89341,0.95703,0.70903,1.19027,0.54251,0.00748,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,10303.3,1.41126,0.8945,0.00801,0.89256,0.90814,0.95868,0.70848,1.18863,0.54129,0.00748,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,10375.1,1.4325,0.89947,0.0082,0.92501,0.87757,0.95801,0.70673,1.18719,0.54212,0.00746,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,10447.2,1.42249,0.87584,0.00807,0.88242,0.9055,0.95881,0.70924,1.18627,0.53946,0.00747,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,10518,1.41036,0.89232,0.00798,0.89822,0.89909,0.9589,0.70889,1.18599,0.53929,0.00746,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,10590.9,1.42193,0.88601,0.00798,0.88371,0.89993,0.95881,0.70661,1.18444,0.54179,0.00746,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,10663,1.40918,0.88388,0.00816,0.90686,0.89837,0.95882,0.70604,1.18449,0.54202,0.00745,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,10738.6,1.40362,0.89137,0.00794,0.9247,0.89755,0.95845,0.70542,1.18571,0.53754,0.00747,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,10811.4,1.39723,0.88376,0.00785,0.93128,0.89844,0.95856,0.70613,1.1846,0.53712,0.00746,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,10880.6,1.39623,0.86308,0.00788,0.93173,0.89779,0.95862,0.70581,1.18611,0.53412,0.00747,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,10953.2,1.41068,0.88556,0.00795,0.91788,0.89987,0.95826,0.70498,1.18569,0.53282,0.00747,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,11025.3,1.39082,0.87335,0.00785,0.90151,0.90431,0.95637,0.6953,1.18462,0.52914,0.00747,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,11094.3,1.39762,0.87892,0.00796,0.91611,0.8962,0.95736,0.69648,1.1844,0.5335,0.00746,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,11165.1,1.39576,0.88493,0.00791,0.91929,0.89614,0.95795,0.69646,1.18381,0.53585,0.00746,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,11234.8,1.3982,0.88346,0.00797,0.93033,0.89803,0.95806,0.69806,1.18524,0.5355,0.00748,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,11306.3,1.39637,0.86934,0.00802,0.95238,0.87726,0.95794,0.70697,1.18607,0.53485,0.00747,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,11377.1,1.38377,0.88029,0.00793,0.8931,0.91526,0.95134,0.70661,1.18324,0.53721,0.00744,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,11448,1.38992,0.88316,0.00801,0.95704,0.88351,0.95556,0.71203,1.18334,0.5351,0.00744,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,11521.5,1.39514,0.87634,0.00793,0.9524,0.89485,0.95788,0.71284,1.18516,0.52793,0.00746,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,11595.3,1.3772,0.88231,0.00781,0.88825,0.91035,0.95245,0.70916,1.18384,0.52837,0.00747,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,11669.8,1.40328,0.8841,0.00798,0.911,0.8581,0.9441,0.70229,1.18329,0.52898,0.00746,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,11742.3,1.37398,0.86651,0.00789,0.95286,0.89233,0.95662,0.71317,1.18215,0.53292,0.00744,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,11814.2,1.37884,0.87385,0.00783,0.94855,0.88381,0.95597,0.71365,1.18605,0.52869,0.00748,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,11887.9,1.37741,0.88862,0.00783,0.9292,0.89398,0.95601,0.71388,1.18329,0.53212,0.00746,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,11960.6,1.37202,0.86906,0.00771,0.92667,0.89332,0.95602,0.71275,1.18445,0.53393,0.00746,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,12035.9,1.37611,0.86245,0.00784,0.8738,0.87435,0.95452,0.71356,1.18364,0.53753,0.00744,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,12109.5,1.3567,0.85794,0.00769,0.84368,0.89732,0.95677,0.71517,1.18285,0.53924,0.00743,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,12182.1,1.36006,0.83625,0.00767,0.83271,0.89627,0.95665,0.71713,1.18365,0.53785,0.00743,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,12256.4,1.35955,0.8367,0.00761,0.84077,0.89398,0.9568,0.71834,1.18271,0.53873,0.00742,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,12330.7,1.37798,0.84401,0.00778,0.88162,0.84904,0.95666,0.71859,1.18148,0.54186,0.0074,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,12404.5,1.36763,0.84975,0.00762,0.87613,0.86671,0.95767,0.72096,1.18079,0.53948,0.0074,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,12478.2,1.36128,0.85884,0.00774,0.86518,0.89278,0.95808,0.72155,1.18059,0.53573,0.0074,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,12550.3,1.36165,0.86472,0.00775,0.88437,0.89107,0.95583,0.7213,1.17983,0.53536,0.00739,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,12625.8,1.35863,0.85573,0.00767,0.89893,0.89774,0.95547,0.72075,1.17968,0.5347,0.00739,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,12702,1.36615,0.84694,0.00762,0.91628,0.89775,0.95595,0.72153,1.18174,0.53061,0.00739,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,12775.5,1.36842,0.86776,0.00784,0.92521,0.89931,0.95606,0.72071,1.18141,0.5314,0.00738,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,12848.4,1.36348,0.86348,0.0076,0.92707,0.90004,0.95595,0.72128,1.18044,0.53543,0.00735,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,12919.8,1.35312,0.84245,0.00758,0.92749,0.90046,0.956,0.7207,1.18092,0.53759,0.00735,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,12996.6,1.34832,0.84634,0.00751,0.9311,0.9009,0.95696,0.72081,1.1812,0.53744,0.00736,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,13070.5,1.33844,0.84618,0.00759,0.92832,0.90355,0.95817,0.72105,1.18066,0.53729,0.00735,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,13143.8,1.33246,0.84028,0.00749,0.93238,0.9001,0.9572,0.7205,1.18202,0.53551,0.00734,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,13217.5,1.34493,0.84306,0.00757,0.9332,0.90015,0.95688,0.71817,1.18238,0.53673,0.00734,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,13291,1.34455,0.82949,0.00763,0.93251,0.90074,0.95645,0.71942,1.18188,0.53915,0.00734,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,13367.1,1.36324,0.84267,0.00767,0.92813,0.89969,0.95377,0.71871,1.18393,0.53773,0.00736,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,13442.2,1.33798,0.83093,0.00755,0.92937,0.89915,0.95416,0.71615,1.18297,0.53784,0.00736,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,13515.1,1.34186,0.8381,0.00759,0.93542,0.89579,0.95434,0.71631,1.18388,0.53743,0.00741,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,13587.4,1.33634,0.82948,0.00745,0.9343,0.89909,0.95451,0.71627,1.18398,0.53489,0.00742,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,13660.1,1.32951,0.82782,0.00757,0.93346,0.89858,0.95482,0.71885,1.18406,0.53283,0.00743,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,13733.5,1.34798,0.84179,0.00756,0.93392,0.89824,0.95526,0.71836,1.18537,0.53116,0.00742,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,13808.1,1.33765,0.8293,0.00759,0.93676,0.89626,0.9564,0.71954,1.18682,0.52703,0.00743,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,13881.6,1.32969,0.82064,0.00739,0.93621,0.89989,0.95638,0.71764,1.18637,0.52711,0.00743,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,13953.6,1.33428,0.82504,0.00752,0.93505,0.89928,0.95626,0.71761,1.18699,0.52547,0.00744,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,14027.2,1.33433,0.82071,0.00747,0.93883,0.89764,0.9558,0.71871,1.18669,0.5265,0.00744,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,14100.7,1.31632,0.8145,0.00734,0.93016,0.90507,0.95574,0.71676,1.18722,0.52514,0.00745,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,14174,1.31775,0.81868,0.00728,0.93711,0.89857,0.95579,0.71888,1.18551,0.52898,0.00743,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,14246.3,1.32232,0.82966,0.00745,0.93898,0.89527,0.95566,0.71935,1.18619,0.52857,0.00742,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,14317.4,1.31565,0.81203,0.00736,0.92942,0.90279,0.95684,0.72013,1.18672,0.52654,0.00742,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,14390.3,1.32033,0.80218,0.0074,0.93408,0.89773,0.95686,0.71844,1.18774,0.52464,0.00743,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,14464.6,1.3174,0.80618,0.0073,0.93444,0.89844,0.95753,0.72049,1.18828,0.52282,0.00743,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,14538.3,1.30898,0.82398,0.00735,0.93483,0.89582,0.95759,0.71822,1.18706,0.52691,0.00743,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,14611.3,1.31506,0.81503,0.00731,0.93502,0.89836,0.95801,0.72025,1.18891,0.52619,0.00742,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,14683.3,1.3106,0.82967,0.00731,0.93289,0.89775,0.95875,0.72063,1.18849,0.52552,0.00742,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,14756.8,1.2944,0.81168,0.00732,0.93083,0.89821,0.95887,0.72103,1.18675,0.52845,0.00741,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,14830.5,1.29535,0.80436,0.00721,0.92749,0.89828,0.95861,0.72114,1.18735,0.52432,0.00741,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,14903.7,1.30041,0.79312,0.00717,0.92379,0.8988,0.95946,0.7212,1.18624,0.52489,0.00738,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,14975.6,1.2996,0.78882,0.00725,0.91457,0.9017,0.95943,0.72123,1.1866,0.52548,0.00738,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,15045.5,1.28529,0.78825,0.00716,0.91468,0.90151,0.95948,0.72135,1.18532,0.52819,0.00737,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,15118.7,1.29209,0.78521,0.0072,0.91364,0.90144,0.95932,0.72121,1.18563,0.52422,0.00735,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,15192.7,1.28868,0.77389,0.00716,0.90902,0.90523,0.95983,0.72131,1.18563,0.52396,0.00737,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,15265.4,1.30645,0.77054,0.00717,0.91263,0.90683,0.95983,0.72231,1.18393,0.5248,0.00737,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,15337.7,1.29889,0.7876,0.00707,0.92406,0.90126,0.9597,0.72204,1.1845,0.52422,0.00738,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,15408.9,1.27568,0.77142,0.00711,0.92749,0.9041,0.96008,0.7222,1.18401,0.52633,0.00739,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,15483.1,1.29097,0.79495,0.00727,0.92743,0.90511,0.9599,0.72293,1.18442,0.52339,0.00738,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,15555.7,1.26918,0.78852,0.00706,0.92836,0.90525,0.96021,0.72234,1.18495,0.5242,0.00739,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,15628,1.27323,0.78202,0.0071,0.92595,0.90956,0.96013,0.72254,1.18477,0.52186,0.00739,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,15700.4,1.27519,0.76526,0.00703,0.92842,0.91044,0.96017,0.72254,1.18412,0.52215,0.00739,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,15772,1.27087,0.77229,0.00702,0.93089,0.91051,0.96043,0.72256,1.18445,0.52129,0.00739,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,15845.6,1.26825,0.77264,0.00697,0.931,0.90973,0.95985,0.72213,1.18427,0.52361,0.00739,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,15918.6,1.26686,0.76223,0.00699,0.93511,0.90973,0.96052,0.72304,1.18413,0.52234,0.00739,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,15991.5,1.27996,0.77792,0.00708,0.93509,0.90973,0.96061,0.72329,1.18498,0.5204,0.00737,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,16064.1,1.27068,0.7701,0.00693,0.93532,0.90973,0.96067,0.7248,1.185,0.52125,0.00738,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,16135,1.26029,0.76376,0.007,0.93254,0.91129,0.96086,0.72507,1.1844,0.52348,0.00739,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,16209.1,1.26875,0.76666,0.00699,0.93332,0.91124,0.95918,0.72469,1.18218,0.5235,0.00737,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,16282.7,1.26157,0.76963,0.00692,0.93394,0.91139,0.95917,0.72512,1.1823,0.52345,0.00739,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,16354.7,1.25237,0.75286,0.00682,0.93499,0.90856,0.95928,0.7254,1.18283,0.52519,0.00738,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,16426.4,1.25423,0.75004,0.00697,0.93186,0.90904,0.95988,0.72561,1.18319,0.52545,0.00738,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,16497.3,1.24413,0.75054,0.00678,0.936,0.90362,0.95989,0.72597,1.18358,0.52509,0.00739,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,16570.4,1.2396,0.76016,0.00683,0.93666,0.9031,0.9596,0.72559,1.18469,0.52392,0.0074,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,16643.5,1.23921,0.75088,0.00683,0.93552,0.90526,0.95944,0.72287,1.185,0.52419,0.0074,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,16715.4,1.23796,0.73319,0.00683,0.93309,0.90642,0.95871,0.72218,1.18552,0.52408,0.0074,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,16788.1,1.2487,0.74541,0.0069,0.93537,0.90558,0.95805,0.72416,1.18616,0.52282,0.00741,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,16860.2,1.24317,0.74822,0.00684,0.93899,0.90419,0.95846,0.72223,1.18547,0.52271,0.00741,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,16932.9,1.24531,0.74311,0.0069,0.93765,0.90572,0.95867,0.72232,1.18642,0.52271,0.00741,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,17005.5,1.24308,0.75037,0.00681,0.9398,0.89995,0.95845,0.71995,1.18586,0.52446,0.0074,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,17078.7,1.23619,0.73769,0.00681,0.94168,0.90049,0.95822,0.71933,1.18479,0.52751,0.00739,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,17151,1.24619,0.75605,0.0069,0.93875,0.9004,0.95813,0.72225,1.18425,0.52693,0.00739,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,17221.6,1.22989,0.74884,0.00675,0.93536,0.90216,0.95813,0.72237,1.18378,0.52816,0.00738,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,17295.7,1.23104,0.74702,0.00677,0.93984,0.90009,0.9582,0.7196,1.18369,0.52818,0.00739,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,17368.3,1.22825,0.72951,0.00675,0.94212,0.89906,0.95812,0.72049,1.18384,0.52895,0.00741,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,17441.4,1.23763,0.73724,0.00678,0.94191,0.9,0.95823,0.72374,1.1835,0.52754,0.00741,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,17513.6,1.2281,0.73437,0.00693,0.94488,0.90073,0.95824,0.72039,1.18406,0.52767,0.0074,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,17584.5,1.22714,0.75035,0.00676,0.94364,0.89965,0.95839,0.72055,1.18401,0.5269,0.00743,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,17659,1.20958,0.7276,0.00652,0.94259,0.90024,0.95832,0.72277,1.18525,0.52664,0.00744,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,17732.3,1.21362,0.72003,0.00666,0.94217,0.89758,0.95823,0.72078,1.18489,0.52681,0.00744,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,17805.6,1.20758,0.73145,0.0067,0.94358,0.89801,0.95819,0.72048,1.18419,0.52876,0.00744,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,17879,1.21926,0.73568,0.0066,0.94147,0.89981,0.95769,0.72223,1.18555,0.53019,0.00743,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,17949.6,1.21809,0.72956,0.00678,0.93908,0.89896,0.95777,0.72006,1.18662,0.52893,0.00744,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,18023.1,1.21332,0.72266,0.0068,0.93867,0.89836,0.95728,0.72179,1.18523,0.53341,0.00745,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,18096,1.20769,0.72765,0.00676,0.94221,0.89724,0.9574,0.72007,1.1859,0.5347,0.00744,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,18168.5,1.19599,0.72855,0.0066,0.94215,0.89805,0.95786,0.72314,1.18537,0.53414,0.00744,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,18241.1,1.21326,0.72502,0.00667,0.94211,0.89903,0.9584,0.72404,1.18503,0.53302,0.00744,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,18312.2,1.19815,0.7206,0.00657,0.94264,0.90151,0.9586,0.72426,1.18552,0.53162,0.00744,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,18385.5,1.22546,0.74619,0.00661,0.94138,0.90224,0.95913,0.72203,1.18547,0.5308,0.00744,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,18459,1.18612,0.71983,0.00653,0.94245,0.90184,0.9588,0.72928,1.18628,0.53017,0.00744,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,18532.2,1.19203,0.70094,0.00652,0.94257,0.90269,0.95875,0.72611,1.18709,0.52977,0.00746,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,18605,1.1822,0.69921,0.00647,0.94198,0.90371,0.959,0.72655,1.18642,0.52923,0.00744,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,18676.3,1.19348,0.69449,0.00653,0.94529,0.90306,0.95952,0.72996,1.18905,0.52372,0.00751,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,18749.2,1.20088,0.69946,0.00649,0.94411,0.90224,0.95959,0.73084,1.18948,0.52358,0.00749,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,18822.1,1.17849,0.69467,0.00652,0.94643,0.90528,0.9602,0.72848,1.18888,0.52697,0.0075,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,18895.1,1.18551,0.69648,0.00642,0.93999,0.90372,0.9596,0.72674,1.18909,0.52778,0.0075,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,18966.9,1.17993,0.69281,0.0065,0.93686,0.90391,0.9585,0.72646,1.18972,0.52751,0.0075,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,19037.8,1.17948,0.6869,0.00631,0.9394,0.90333,0.95851,0.72648,1.18986,0.52466,0.00751,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,19112.5,1.17065,0.68015,0.00639,0.93678,0.90272,0.95903,0.73088,1.18971,0.52366,0.0075,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,19186.4,1.17536,0.69702,0.00646,0.92023,0.91984,0.95921,0.73066,1.19031,0.52324,0.0075,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,19259,1.17437,0.69292,0.00639,0.94054,0.90213,0.95937,0.73106,1.19112,0.52344,0.0075,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,19331.7,1.16083,0.6894,0.00626,0.9409,0.90209,0.95947,0.73205,1.19121,0.52371,0.00749,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,19402.3,1.17719,0.69669,0.00636,0.92942,0.91024,0.95941,0.73224,1.19194,0.52542,0.0075,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,19477,1.16586,0.69987,0.00639,0.92834,0.91776,0.95947,0.73094,1.19317,0.52231,0.0075,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,19549.7,1.15775,0.69011,0.00638,0.92623,0.91442,0.9594,0.73113,1.19221,0.5256,0.0075,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,19622.4,1.15244,0.68669,0.00629,0.92224,0.91692,0.95937,0.73195,1.19249,0.52543,0.00752,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,19695.4,1.14506,0.67076,0.0062,0.93311,0.90212,0.95962,0.73299,1.19139,0.52444,0.00753,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,19766.5,1.1418,0.67922,0.00618,0.92864,0.89678,0.95991,0.73311,1.19297,0.52296,0.00753,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,19840.6,1.14758,0.68455,0.00629,0.91043,0.90483,0.9596,0.7331,1.19269,0.52264,0.00753,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,19914.5,1.15311,0.67437,0.00616,0.91046,0.90456,0.95993,0.73334,1.19298,0.52477,0.00752,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,19987.7,1.14939,0.69257,0.00624,0.91981,0.90005,0.9603,0.73355,1.19279,0.52463,0.00753,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,20061,1.14216,0.68525,0.00615,0.92932,0.89242,0.96054,0.73457,1.19275,0.52593,0.00754,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,20131.8,1.14466,0.67335,0.00618,0.93448,0.89756,0.96024,0.73383,1.19351,0.5258,0.00754,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,20207.3,1.13777,0.66669,0.00617,0.93368,0.89735,0.95973,0.7337,1.19259,0.52784,0.00754,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,20281,1.12979,0.66977,0.0062,0.93048,0.89244,0.96028,0.73383,1.19225,0.52886,0.00754,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
